set,subset,instance,m,n,W,H,sum_w,sum_h,m',n',W',H',sum_w',sum_h',ub,lb,ub_bid,lb_bid,gap,opt,OOM,pre_time(s),ub0_time(s),dp_time(s),bid_time(s),time(s)
Set4,MP,Class3_6_40_100_25_75,40,40,100,100,1894,2076,39,40,100,100,1902,2093,9762,9762,9762,9762,0.0,1,0,0.015,0.0,0.0,0.0,0.015
Set4,MP,Class3_6_50_100_10_50,50,50,100,100,1507,1432,50,50,100,100,1507,1432,9916,9916,9916,9916,0.0,1,0,0.01,0.0,0.0,46.815,46.825
Set4,MP,Class3_6_50_100_25_75,50,50,100,100,2371,2325,50,50,100,100,2384,2328,9817,9817,9817,9817,0.0,1,0,0.0,0.016,0.0,0.0,0.016
Set4,MP,Class3_7_10_100_10_50,10,10,100,100,272,224,10,10,100,100,272,224,6304,6304,6304,6304,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class3_7_10_100_25_75,10,10,100,100,471,497,10,10,100,100,498,572,9424,9424,9424,9424,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class3_7_20_100_10_50,20,20,100,100,598,557,20,20,100,100,598,557,9563,9563,9563,9563,0.0,1,0,0.0,0.003,0.0,9.939,9.942
Set4,MP,Class3_7_20_100_25_75,20,20,100,100,1068,953,20,20,100,100,1118,969,9206,9206,9206,9206,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class3_7_30_100_10_50,30,30,100,100,845,882,30,30,100,100,845,882,9885,9885,9885,9885,0.0,1,0,0.0,0.0,0.0,0.41,0.41
Set4,MP,Class3_7_30_100_25_75,30,30,100,100,1531,1560,29,29,100,100,1482,1503,9506,9506,9506,9506,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class3_7_40_100_10_50,40,40,100,100,1154,1130,38,40,100,100,1154,1130,9939,9939,9939,9939,0.0,1,0,0.016,0.0,0.0,1.182,1.198
Set4,MP,Class3_7_40_100_25_75,40,40,100,100,1844,2103,40,40,100,100,1847,2147,9881,9881,9881,9881,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class3_7_50_100_10_50,50,50,100,100,1593,1589,50,50,100,100,1593,1589,9947,9947,9947,9947,0.0,1,0,0.0,0.016,0.001,0.653,0.67
Set4,MP,Class3_7_50_100_25_75,50,50,100,100,2400,2378,50,50,100,100,2407,2389,9786,9786,9786,9786,0.0,1,0,0.002,0.0,0.002,0.0,0.004
Set4,MP,Class3_8_10_100_10_50,10,10,100,100,300,319,10,10,100,100,301,321,8515,8515,8515,8515,0.0,1,0,0.0,0.007,0.0,0.238,0.245
Set4,MP,Class3_8_10_100_25_75,10,10,100,100,501,542,10,10,99,99,513,569,8917,8917,8917,8917,0.0,1,0,0.004,0.0,0.0,0.0,0.004
Set4,MP,Class3_8_20_100_10_50,20,20,100,100,548,641,20,20,100,100,548,641,9585,9585,9585,9585,0.0,1,0,0.0,0.0,0.0,5.712,5.712
Set4,MP,Class3_8_20_100_25_75,20,20,100,100,988,1030,20,20,100,100,1056,1101,9417,9417,9417,9417,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class3_8_30_100_10_50,30,30,100,100,940,882,30,30,100,100,940,882,9786,9786,9786,9786,0.0,1,0,0.016,0.0,0.0,1.871,1.887
Set4,MP,Class3_8_30_100_25_75,30,30,100,100,1465,1355,30,30,100,100,1475,1359,9813,9813,9813,9813,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class3_8_40_100_10_50,40,40,100,100,1218,1144,40,40,100,100,1218,1144,9884,9884,9884,9884,0.0,1,0,0.016,0.0,0.003,37.692,37.711
Set4,MP,Class3_8_40_100_25_75,40,40,100,100,2242,1934,40,40,100,100,2274,1949,9659,9659,9659,9659,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class3_8_50_100_10_50,50,50,100,100,1464,1556,49,50,100,100,1464,1556,9953,9953,9953,9953,0.0,1,0,0.0,0.0,0.0,0.923,0.923
Set4,MP,Class3_8_50_100_25_75,50,50,100,100,2332,2351,50,50,100,100,2341,2354,9871,9871,9871,9871,0.0,1,0,0.003,0.0,0.0,0.0,0.003
Set4,MP,Class3_9_10_100_10_50,10,10,100,100,348,342,10,10,100,100,348,344,9089,9089,9089,9089,0.0,1,0,0.0,0.016,0.0,0.01,0.026
Set4,MP,Class3_9_10_100_25_75,10,10,100,100,509,447,10,10,99,100,554,462,8820,8820,8820,8820,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class3_9_20_100_10_50,20,20,100,100,642,670,20,20,100,100,642,670,9711,9711,9711,9711,0.0,1,0,0.0,0.0,0.004,0.024,0.028
Set4,MP,Class3_9_20_100_25_75,20,20,100,100,1057,970,20,20,100,100,1103,984,9463,9463,9463,9463,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class3_9_30_100_10_50,30,30,100,100,860,893,30,30,100,100,860,893,9815,9815,9815,9815,0.0,1,0,0.0,0.007,0.002,15.961,15.97
Set4,MP,Class3_9_30_100_25_75,30,30,100,100,1330,1512,30,30,100,100,1345,1545,9714,9714,9714,9714,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class3_9_40_100_10_50,40,40,100,100,1156,1101,39,40,100,100,1156,1101,9874,9863,9874,9863,0.001114036864492607,0,1,0.002,0.0,0.004,284.755,530.005
Set4,MP,Class3_9_40_100_25_75,40,40,100,100,1958,1930,40,40,100,100,1969,1946,9772,9772,9772,9772,0.0,1,0,0.031,0.016,0.0,0.016,0.063
Set4,MP,Class3_9_50_100_10_50,50,50,100,100,1329,1419,50,50,100,100,1329,1419,9947,9947,9947,9947,0.0,1,0,0.016,0.0,0.032,44.19,44.238
Set4,MP,Class3_9_50_100_25_75,50,50,100,100,2543,2314,50,50,100,100,2564,2320,9828,9828,9828,9828,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class1_10_10_100_10_50,10,66,100,100,1699,1322,10,66,100,100,1703,1322,9776,9776,9776,9776,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class1_10_10_100_25_75,10,21,100,100,1048,813,13,21,100,100,1178,836,9914,9914,9914,9914,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class1_10_20_100_10_50,20,117,100,100,3018,3424,19,117,100,100,3018,3424,9976,9976,9976,9976,0.0,1,0,0.016,0.0,0.0,0.0,0.016
Set4,MP,Class1_10_20_100_25_75,20,36,100,100,1640,1823,21,36,100,100,1661,1862,9503,9503,9503,9503,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class1_10_30_100_10_50,30,251,100,100,5277,6923,30,251,100,100,5277,6923,10000,10000,10000,10000,0.0,1,0,0.0,0.0,0.0,0.031,0.031
Set4,MP,Class1_10_30_100_25_75,30,58,100,100,2558,2512,30,58,100,100,2577,2544,9876,9876,9876,9876,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class1_10_40_100_10_50,40,324,100,100,8467,6888,40,324,100,100,8467,6888,10000,10000,10000,10000,0.0,1,0,0.0,0.0,0.0,0.047,0.047
Set4,MP,Class1_10_40_100_25_75,40,86,100,100,4015,3713,39,86,100,100,4156,3723,9919,9919,9919,9919,0.0,1,0,0.016,0.0,0.0,0.0,0.016
Set4,MP,Class1_10_50_100_10_50,50,385,100,100,9021,8946,49,385,100,100,9021,8946,10000,10000,10000,10000,0.0,1,0,0.016,0.0,0.0,0.189,0.205
Set4,MP,Class1_10_50_100_25_75,50,83,100,100,4484,3827,48,83,100,100,4741,3833,9778,9778,9778,9778,0.0,1,0,0.016,0.0,0.0,0.0,0.016
Set4,MP,Class1_11_10_100_10_50,10,74,100,100,2050,1641,10,74,100,100,2059,1641,9737,9737,9737,9737,0.0,1,0,0.0,0.0,0.0,0.016,0.016
Set4,MP,Class1_11_10_100_25_75,10,12,100,100,697,622,11,12,99,99,819,671,8088,8088,8088,8088,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class1_11_20_100_10_50,20,128,100,100,3342,3020,20,128,100,100,3342,3020,10000,10000,10000,10000,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class1_11_20_100_25_75,20,33,100,100,1609,1724,21,33,100,100,1654,1755,9302,9302,9302,9302,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class1_11_30_100_10_50,30,278,100,100,7462,6226,30,278,100,100,7462,6226,10000,10000,10000,10000,0.0,1,0,0.0,0.0,0.0,0.045,0.045
Set4,MP,Class1_11_30_100_25_75,30,72,100,100,3053,2749,30,72,100,100,3073,2757,9968,9968,9968,9968,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class1_11_40_100_10_50,40,287,100,100,7185,7461,40,287,100,100,7185,7461,10000,10000,10000,10000,0.0,1,0,0.011,0.0,0.0,0.182,0.193
Set4,MP,Class1_11_40_100_25_75,40,87,100,100,3647,4171,40,87,100,100,3774,4207,9698,9698,9698,9698,0.0,1,0,0.007,0.0,0.0,0.002,0.009
Set4,MP,Class1_11_50_100_10_50,50,268,100,100,7302,7214,48,266,100,100,7254,7116,10000,10000,10000,10000,0.0,1,0,0.004,0.002,0.0,0.139,0.145
Set4,MP,Class1_11_50_100_25_75,50,90,100,100,4122,4151,50,90,100,100,4160,4161,9899,9899,9899,9899,0.0,1,0,0.006,0.0,0.0,0.0,0.006
Set4,MP,Class1_12_10_100_10_50,10,78,100,100,2375,1613,10,78,100,100,2375,1613,9850,9850,9850,9850,0.0,1,0,0.0,0.0,0.003,0.0,0.003
Set4,MP,Class1_12_10_100_25_75,10,17,100,100,855,768,11,17,100,100,945,811,9253,9253,9253,9253,0.0,1,0,0.004,0.0,0.0,0.0,0.004
Set4,MP,Class1_12_20_100_10_50,20,157,100,100,3212,3563,20,157,100,100,3212,3563,10000,10000,10000,10000,0.0,1,0,0.004,0.002,0.002,0.0,0.008
Set4,MP,Class1_12_20_100_25_75,20,43,100,100,1629,2237,20,43,100,100,1643,2290,9732,9732,9732,9732,0.0,1,0,0.014,0.0,0.0,0.0,0.014
Set4,MP,Class1_12_30_100_10_50,30,236,100,100,5672,5773,30,236,100,100,5672,5773,10000,10000,10000,10000,0.0,1,0,0.0,0.0,0.0,0.014,0.014
Set4,MP,Class1_12_30_100_25_75,30,73,100,100,2945,3596,29,72,100,100,2905,3657,9780,9780,9780,9780,0.0,1,0,0.009,0.002,0.0,0.0,0.011
Set4,MP,Class1_12_40_100_10_50,40,388,100,100,8041,8652,39,388,100,100,8041,8652,10000,10000,10000,10000,0.0,1,0,0.004,0.002,0.0,0.164,0.17
Set4,MP,Class1_12_40_100_25_75,40,76,100,100,3635,3400,40,76,100,100,3651,3430,9932,9932,9932,9932,0.0,1,0,0.002,0.0,0.002,0.0,0.004
Set4,MP,Class1_12_50_100_10_50,50,389,100,100,8658,8205,50,389,100,100,8658,8205,10000,10000,10000,10000,0.0,1,0,0.004,0.002,0.0,0.049,0.055
Set4,MP,Class1_12_50_100_25_75,50,93,100,100,4623,4372,49,93,100,100,4685,4392,9855,9855,9855,9855,0.0,1,0,0.004,0.002,0.0,0.0,0.006
Set4,MP,Class1_13_10_100_10_50,10,58,100,100,1517,1766,10,58,100,100,1517,1766,9806,9806,9806,9806,0.0,1,0,0.0,0.0,0.0,0.002,0.002
Set4,MP,Class1_13_10_100_25_75,10,28,100,100,1029,1301,12,28,100,100,1057,1329,9760,9760,9760,9760,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class1_13_20_100_10_50,20,111,100,100,2989,3484,19,111,100,100,2989,3484,9912,9912,9912,9912,0.0,1,0,0.0,0.004,0.0,0.0,0.004
Set4,MP,Class1_13_20_100_25_75,20,44,100,100,1859,1998,20,44,100,100,1873,2037,9718,9718,9718,9718,0.0,1,0,0.003,0.0,0.0,0.0,0.003
Set4,MP,Class1_13_30_100_10_50,30,223,100,100,5664,5467,30,223,100,100,5664,5467,10000,10000,10000,10000,0.0,1,0,0.0,0.008,0.0,0.022,0.03
Set4,MP,Class1_13_30_100_25_75,30,56,100,100,2483,2670,30,56,100,100,2493,2687,9681,9681,9681,9681,0.0,1,0,0.002,0.001,0.0,0.0,0.003
Set4,MP,Class1_13_40_100_10_50,40,284,100,100,8551,6514,40,284,100,100,8551,6514,10000,10000,10000,10000,0.0,1,0,0.006,0.002,0.0,0.0,0.008
Set4,MP,Class1_13_40_100_25_75,40,68,100,100,3170,3477,40,68,100,100,3224,3503,9730,9730,9730,9730,0.0,1,0,0.006,0.0,0.0,0.0,0.006
Set4,MP,Class1_13_50_100_10_50,50,418,100,100,10402,9859,50,418,100,100,10402,9859,10000,10000,10000,10000,0.0,1,0,0.005,0.003,0.0,0.546,0.554
Set4,MP,Class1_13_50_100_25_75,50,93,100,100,4329,4263,49,93,100,100,4345,4311,9950,9950,9950,9950,0.0,1,0,0.004,0.0,0.0,0.0,0.004
Set4,MP,Class1_14_10_100_10_50,10,93,100,100,1657,2248,10,93,100,98,1657,2271,9692,9692,9692,9692,0.0,1,0,0.009,0.0,0.002,0.004,0.015
Set4,MP,Class1_14_10_100_25_75,10,11,100,100,588,559,10,11,99,100,705,602,8604,8604,8604,8604,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class1_14_20_100_10_50,20,179,100,100,4075,3752,20,179,100,100,4075,3752,10000,10000,10000,10000,0.0,1,0,0.0,0.0,0.008,0.0,0.008
Set4,MP,Class1_14_20_100_25_75,20,43,100,100,1757,1868,20,43,100,100,1772,1988,9423,9423,9423,9423,0.0,1,0,0.002,0.0,0.0,0.0,0.002
Set4,MP,Class1_14_30_100_10_50,30,245,100,100,5069,5517,30,245,100,100,5069,5517,10000,10000,10000,10000,0.0,1,0,0.003,0.002,0.0,0.082,0.087
Set4,MP,Class1_14_30_100_25_75,30,80,100,100,3112,3461,31,80,100,100,3115,3505,9954,9954,9954,9954,0.0,1,0,0.0,0.004,0.0,0.0,0.004
Set4,MP,Class1_14_40_100_10_50,40,307,100,100,8015,8000,40,307,100,100,8015,8000,10000,10000,10000,10000,0.0,1,0,0.004,0.0,0.0,0.118,0.122
Set4,MP,Class1_14_40_100_25_75,40,82,100,100,3642,3538,40,82,100,100,3743,3554,9851,9851,9851,9851,0.0,1,0,0.004,0.002,0.0,0.0,0.006
Set4,MP,Class1_14_50_100_10_50,50,416,100,100,9006,10351,50,416,100,100,9006,10351,10000,10000,10000,10000,0.0,1,0,0.007,0.002,0.0,0.568,0.577
Set4,MP,Class1_14_50_100_25_75,50,104,100,100,4439,4764,50,104,100,100,4455,4803,9907,9907,9907,9907,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class1_15_10_100_10_50,10,51,100,100,2135,1229,10,51,100,100,2234,1229,9621,9621,9621,9621,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class1_15_10_100_25_75,10,22,100,100,856,921,10,22,100,100,870,962,9473,9473,9473,9473,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class1_15_20_100_10_50,20,167,100,100,3163,4247,20,167,100,100,3163,4247,9980,9980,9980,9980,0.0,1,0,0.0,0.002,0.004,0.0,0.006
Set4,MP,Class1_15_20_100_25_75,20,46,100,100,2004,1817,21,46,100,100,2028,1824,9580,9580,9580,9580,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class1_15_30_100_10_50,30,208,100,100,5318,5628,30,208,100,100,5318,5628,10000,10000,10000,10000,0.0,1,0,0.0,0.0,0.0,0.059,0.059
Set4,MP,Class1_15_30_100_25_75,30,65,100,100,2829,2745,30,65,100,100,2829,2745,10000,10000,10000,10000,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class1_15_40_100_10_50,40,301,100,100,7411,7944,40,301,100,100,7411,7944,10000,10000,10000,10000,0.0,1,0,0.005,0.0,0.0,0.081,0.086
Set4,MP,Class1_15_40_100_25_75,40,93,100,100,3943,3746,40,93,100,100,3944,3755,9865,9865,9865,9865,0.0,1,0,0.003,0.002,0.0,0.0,0.005
Set4,MP,Class1_15_50_100_10_50,50,416,100,100,10423,10017,48,416,100,100,10423,10017,10000,10000,10000,10000,0.0,1,0,0.005,0.002,0.0,0.199,0.206
Set4,MP,Class1_15_50_100_25_75,50,92,100,100,4161,4262,50,92,100,100,4196,4282,9932,9932,9932,9932,0.0,1,0,0.004,0.0,0.0,0.0,0.004
Set4,MP,Class2_10_10_100_10_50,10,24,100,100,687,826,10,24,100,100,687,827,9732,9732,9732,9732,0.0,1,0,0.0,0.003,0.0,0.002,0.005
Set4,MP,Class2_10_10_100_25_75,10,28,100,100,1562,1272,10,25,100,100,1440,1178,9012,9012,9012,9012,0.0,1,0,0.002,0.0,0.0,0.0,0.002
Set4,MP,Class2_10_20_100_10_50,20,47,100,100,1292,1196,20,47,100,100,1292,1196,9946,9946,9946,9946,0.0,1,0,0.002,0.0,0.002,0.111,0.115
Set4,MP,Class2_10_20_100_25_75,20,57,100,100,2686,2708,21,52,100,100,2359,2421,9820,9820,9820,9820,0.0,1,0,0.003,0.0,0.0,0.0,0.003
Set4,MP,Class2_10_30_100_10_50,30,68,100,100,2163,2109,29,68,100,100,2163,2109,9931,9931,9931,9931,0.0,1,0,0.002,0.002,0.0,0.059,0.063
Set4,MP,Class2_10_30_100_25_75,30,71,100,100,3687,3319,30,71,100,100,3687,3319,10000,10000,10000,10000,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class2_10_40_100_10_50,40,93,100,100,2573,2664,40,93,100,100,2573,2664,10000,10000,10000,10000,0.0,1,0,0.002,0.0,0.004,0.032,0.038
Set4,MP,Class2_10_40_100_25_75,40,98,100,100,4864,4982,40,89,100,100,4398,4495,9936,9936,9936,9936,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class2_10_50_100_10_50,50,130,100,100,3947,4024,49,130,100,100,3947,4024,10000,10000,10000,10000,0.0,1,0,0.002,0.002,0.004,0.0,0.008
Set4,MP,Class2_10_50_100_25_75,50,131,100,100,7044,6603,50,116,100,100,6144,5700,9921,9921,9921,9921,0.0,1,0,0.016,0.0,0.0,0.0,0.016
Set4,MP,Class2_11_10_100_10_50,10,26,100,100,603,694,10,26,100,100,603,694,9820,9820,9820,9820,0.0,1,0,0.0,0.0,0.0,0.118,0.118
Set4,MP,Class2_11_10_100_25_75,10,25,100,100,1102,1289,10,23,100,100,1044,1186,9026,9026,9026,9026,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class2_11_20_100_10_50,20,44,100,100,1165,1570,20,44,100,100,1165,1576,9832,9832,9832,9832,0.0,1,0,0.0,0.002,0.0,0.072,0.074
Set4,MP,Class2_11_20_100_25_75,20,55,100,100,2859,2743,20,47,100,100,2504,2352,9807,9807,9807,9807,0.0,1,0,0.002,0.0,0.0,0.0,0.002
Set4,MP,Class2_11_30_100_10_50,30,76,100,100,2155,2070,30,76,100,100,2155,2070,10000,10000,10000,10000,0.0,1,0,0.003,0.0,0.003,0.0,0.006
Set4,MP,Class2_11_30_100_25_75,30,69,100,100,3704,3192,30,63,100,100,3414,2800,9655,9655,9655,9655,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class2_11_40_100_10_50,40,101,100,100,2460,3158,39,101,100,100,2460,3158,10000,10000,10000,10000,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class2_11_40_100_25_75,40,83,100,100,3830,4023,40,80,100,100,3685,3851,9772,9772,9772,9772,0.0,1,0,0.002,0.002,0.0,0.0,0.004
Set4,MP,Class2_11_50_100_10_50,50,119,100,100,3435,3694,50,119,100,100,3435,3694,10000,10000,10000,10000,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class2_11_50_100_25_75,50,133,100,100,6980,6315,49,123,100,100,6388,5701,9892,9892,9892,9892,0.0,1,0,0.012,0.0,0.0,0.0,0.012
Set4,MP,Class2_12_10_100_10_50,10,29,100,100,773,812,10,29,100,100,773,812,9614,9614,9614,9614,0.0,1,0,0.0,0.0,0.0,0.571,0.571
Set4,MP,Class2_12_10_100_25_75,10,25,100,100,1185,1295,10,24,100,100,1195,1392,9690,9690,9690,9690,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class2_12_20_100_10_50,20,60,100,100,1554,1603,20,60,100,100,1554,1603,9929,9929,9929,9929,0.0,1,0,0.0,0.0,0.0,1.48,1.48
Set4,MP,Class2_12_20_100_25_75,20,58,100,100,3037,2751,20,51,100,100,2636,2431,9934,9934,9934,9934,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class2_12_30_100_10_50,30,71,100,100,2186,2233,30,71,100,100,2186,2233,9978,9978,9978,9978,0.0,1,0,0.003,0.0,0.002,0.004,0.009
Set4,MP,Class2_12_30_100_25_75,30,79,100,100,4255,4251,29,65,100,100,3378,3498,9780,9780,9780,9780,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class2_12_40_100_10_50,40,106,100,100,2662,3408,39,106,100,100,2662,3408,10000,10000,10000,10000,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class2_12_40_100_25_75,40,101,100,100,5542,5121,40,85,100,100,4547,4160,9819,9819,9819,9819,0.0,1,0,0.008,0.0,0.0,0.0,0.008
Set4,MP,Class2_12_50_100_10_50,50,122,100,100,3679,3784,49,121,100,100,3631,3739,10000,10000,10000,10000,0.0,1,0,0.002,0.002,0.004,0.0,0.008
Set4,MP,Class2_12_50_100_25_75,50,119,100,100,5927,5653,48,114,100,100,5602,5348,9941,9941,9941,9941,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class2_13_10_100_10_50,10,25,100,100,614,591,10,25,100,100,614,591,9753,9753,9753,9753,0.0,1,0,0.0,0.002,0.0,0.3,0.302
Set4,MP,Class2_13_10_100_25_75,10,28,100,100,1214,1263,11,27,100,100,1179,1246,9695,9695,9695,9695,0.0,1,0,0.0,0.001,0.0,0.0,0.001
Set4,MP,Class2_13_20_100_10_50,20,53,100,100,1448,1487,20,53,100,100,1448,1487,9968,9968,9968,9968,0.0,1,0,0.0,0.006,0.002,0.024,0.032
Set4,MP,Class2_13_20_100_25_75,20,44,100,100,2407,2366,20,38,100,100,2288,2071,9505,9505,9505,9505,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class2_13_30_100_10_50,30,72,100,100,2402,2068,30,72,100,100,2402,2068,9976,9976,9976,9976,0.0,1,0,0.0,0.0,0.0,0.01,0.01
Set4,MP,Class2_13_30_100_25_75,30,67,100,100,3515,3215,30,63,100,100,3343,3028,9840,9840,9840,9840,0.0,1,0,0.005,0.0,0.0,0.0,0.005
Set4,MP,Class2_13_40_100_10_50,40,89,100,100,2553,2731,40,89,100,100,2553,2731,10000,10000,10000,10000,0.0,1,0,0.0,0.0,0.005,0.0,0.005
Set4,MP,Class2_13_40_100_25_75,40,92,100,100,4480,4676,39,84,100,100,4031,4177,9906,9906,9906,9906,0.0,1,0,0.004,0.0,0.002,0.0,0.006
Set4,MP,Class2_13_50_100_10_50,50,113,100,100,3538,3425,50,113,100,100,3538,3425,10000,10000,10000,10000,0.0,1,0,0.0,0.006,0.0,0.0,0.006
Set4,MP,Class2_13_50_100_25_75,50,136,100,100,7001,7119,49,120,100,100,6077,6223,9896,9896,9896,9896,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class2_14_10_100_10_50,10,20,100,100,638,589,10,20,100,100,639,589,9408,9408,9408,9408,0.0,1,0,0.0,0.0,0.004,0.107,0.111
Set4,MP,Class2_14_10_100_25_75,10,20,100,100,1012,1040,10,16,100,100,792,801,9816,9816,9816,9816,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class2_14_20_100_10_50,20,45,100,100,1209,1307,20,45,100,100,1209,1307,9916,9916,9916,9916,0.0,1,0,0.0,0.002,0.0,0.097,0.099
Set4,MP,Class2_14_20_100_25_75,20,50,100,100,2735,2493,20,43,100,100,2457,2082,9669,9669,9669,9669,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class2_14_30_100_10_50,30,66,100,100,2243,1833,29,66,100,100,2243,1833,9918,9918,9918,9918,0.0,1,0,0.002,0.0,0.002,0.253,0.257
Set4,MP,Class2_14_30_100_25_75,30,60,100,100,2984,2902,30,59,100,100,2985,2949,9732,9732,9732,9732,0.0,1,0,0.006,0.002,0.0,0.0,0.008
Set4,MP,Class2_14_40_100_10_50,40,89,100,100,2602,2559,40,89,100,100,2602,2559,10000,10000,10000,10000,0.0,1,0,0.0,0.0,0.012,0.0,0.012
Set4,MP,Class2_14_40_100_25_75,40,99,100,100,5259,5136,41,85,100,100,4496,4219,9828,9828,9828,9828,0.0,1,0,0.004,0.0,0.0,0.0,0.004
Set4,MP,Class2_14_50_100_10_50,50,134,100,100,3831,3942,50,134,100,100,3831,3942,10000,10000,10000,10000,0.0,1,0,0.0,0.005,0.002,0.0,0.007
Set4,MP,Class2_14_50_100_25_75,50,122,100,100,6650,6040,50,109,100,100,5878,5246,9918,9918,9918,9918,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class2_15_10_100_10_50,10,25,100,100,646,612,10,25,100,100,646,612,9706,9706,9706,9706,0.0,1,0,0.0,0.0,0.0,1.177,1.177
Set4,MP,Class2_15_10_100_25_75,10,32,100,100,1590,1697,11,26,100,99,1359,1554,8346,8346,8346,8346,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class2_15_20_100_10_50,20,54,100,100,1404,1708,20,54,100,100,1404,1708,9912,9912,9912,9912,0.0,1,0,0.001,0.001,0.001,0.083,0.086
Set4,MP,Class2_15_20_100_25_75,20,50,100,100,2467,2363,21,44,100,100,2129,2046,9560,9560,9560,9560,0.0,1,0,0.002,0.0,0.001,0.0,0.003
Set4,MP,Class2_15_30_100_10_50,30,72,100,100,2202,2111,30,72,100,100,2202,2111,9974,9974,9974,9974,0.0,1,0,0.001,0.002,0.002,0.049,0.054
Set4,MP,Class2_15_30_100_25_75,30,76,100,100,3491,3509,30,72,100,100,3269,3404,9780,9780,9780,9780,0.0,1,0,0.002,0.001,0.0,0.0,0.003
Set4,MP,Class2_15_40_100_10_50,40,98,100,100,3034,3051,39,98,100,100,3034,3051,9986,9986,9986,9986,0.0,1,0,0.002,0.001,0.001,0.03,0.034
Set4,MP,Class2_15_40_100_25_75,40,96,100,100,4407,4553,39,91,100,100,4103,4309,9900,9900,9900,9900,0.0,1,0,0.003,0.002,0.001,0.0,0.006
Set4,MP,Class2_15_50_100_10_50,50,118,100,100,3421,3533,49,118,100,100,3421,3533,10000,10000,10000,10000,0.0,1,0,0.002,0.002,0.003,0.0,0.007
Set4,MP,Class2_15_50_100_25_75,50,121,100,100,6019,6024,49,111,100,100,5452,5424,9974,9974,9974,9974,0.0,1,0,0.006,0.0,0.001,0.0,0.007
Set4,MP,Class3_10_10_100_10_50,10,10,100,100,298,321,9,10,100,100,299,322,8781,8781,8781,8781,0.0,1,0,0.001,0.0,0.0,0.102,0.103
Set4,MP,Class3_10_10_100_25_75,10,10,100,100,462,438,10,10,99,100,515,461,8783,8783,8783,8783,0.0,1,0,0.0,0.0,0.0,0.002,0.002
Set4,MP,Class3_10_20_100_10_50,20,20,100,100,543,597,20,20,100,100,543,597,9671,9671,9671,9671,0.0,1,0,0.001,0.001,0.0,2.854,2.856
Set4,MP,Class3_10_20_100_25_75,20,20,100,100,1083,1108,20,20,100,100,1113,1131,8823,8823,8823,8823,0.0,1,0,0.0,0.0,0.0,0.0,0.0
